message_date,sender,message_text,service_type
2025-07-01 16:38:21,Thad Norman,"For Sun Masters LP: Below is the Google tag for this account. Copy and paste it in the code of every page of your website, immediately after the <head> element:
<!-- Google tag (gtag.js) --> <script async src=""https://www.googletagmanager.com/gtag/js?id=AW-370545198""></script> <script> window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'AW-370545198'); </script>",iMessage
2025-07-01 16:38:53,Me,"Liked “For Sun Masters LP: Below is the Google tag for this account. Copy and paste it in the code of every page of your website, immediately after the <head> element:
<!-- Google tag (gtag.js) --> <script async src=""https://www.googletagmanager.com/gtag/js?id=AW-370545198""></script> <script> window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'AW-370545198'); </script>”",iMessage
2025-07-01 16:54:27,Thad Norman,Is Legacy live on our hosting?,iMessage
2025-07-01 17:24:41,Thad Norman,"Only issue is it’s using Guardian Wraps and Graphics reviews and logo. They own 2 companies, this one is for this company:",iMessage
2025-07-01 17:24:43,Thad Norman,!http://guardianwindowtinting.com/,iMessage
2025-07-01 17:25:03,Thad Norman,BP:,iMessage
2025-07-01 17:25:06,Thad Norman,https://g.co/kgs/5zp3Qc7,iMessage
2025-07-01 17:33:36,Me,,iMessage
2025-07-01 17:34:09,Me,Not at my computer at the moment — you’ll have to check the spreadsheet,iMessage
2025-07-01 17:36:00,Me,I’ll update the lp after we get the kids down,iMessage
2025-07-01 17:36:43,Me,,iMessage
2025-07-01 17:40:20,Me,Did you see this?,iMessage
2025-07-01 17:47:10,Thad Norman,,iMessage
2025-07-01 17:48:33,Thad Norman,Craig@guardianwindowtinting.com,iMessage
2025-07-01 17:50:09,Me,All good man. Short week so I’m experiencing the same with my clients,iMessage
2025-07-01 17:50:16,Me,"Thank you siriI
NSDictionary",iMessage
2025-07-01 17:53:11,Thad Norman,"There’s something in the air right now, a lot of people who aren’t usually assholes are being assholes",iMessage
2025-07-01 17:54:41,Me,Right?! Mid-year? Holiday week? Idk.,iMessage
2025-07-01 17:54:47,Me,But something is up for sure.,iMessage
2025-07-01 19:10:10,Me,Yes,iMessage
2025-07-01 19:11:13,Me,,iMessage
2025-07-01 19:11:24,Me,,iMessage
2025-07-01 19:14:16,Thad Norman,,iMessage
2025-07-01 19:18:25,Me,"If you could let me know who your VIP clients are in that spreadsheet, I can share that with Christian and he can prioritize some deep dives into the server set up for each of those clients to figure out what they might need that you’re not even aware of yet",iMessage
2025-07-01 19:19:17,Thad Norman,"Really simple: AE, AP3, Rahal, Esoteric and Infinite are the biggest",iMessage
2025-07-01 19:19:30,Me,Ok,iMessage
2025-07-02 07:59:02,Thad Norman,"Good morning, am I good to update the Nameservers for Neighbors?",iMessage
2025-07-02 08:10:12,Me,Morning -- the last backup I pulled was a week ago. Do you want me to pull a fresh copy?,iMessage
2025-07-02 08:32:06,Me,,iMessage
2025-07-02 08:32:10,Me,4https://car-window-tinting.com/guardian-window-tint/,iMessage
2025-07-02 08:33:13,Thad Norman,Lead form page is loading funny for me,iMessage
2025-07-02 08:34:02,Thad Norman,"Please do just to be safe, I’ll go ahead and update the Nameservers now",iMessage
2025-07-02 08:35:18,Me,You’re too quick. Check again,iMessage
2025-07-02 08:35:31,Me,Was pressing save after I sent you the link to the page,iMessage
2025-07-02 08:38:31,Me,Ok migrating the backup as we speak. You’re safe to change Nameservers now.,iMessage
2025-07-02 08:39:03,Thad Norman,Nameservers are updated for Neighbors,iMessage
2025-07-02 08:39:17,Me,10-4,iMessage
2025-07-02 08:39:41,Thad Norman,"Your iMessage says you have notifications silenced, just FYI",iMessage
2025-07-02 08:40:25,Me,Yeah I have them silenced on personal til 9a,iMessage
2025-07-02 08:41:25,Me,"But yours among others are set to break through, so don’t worry.",iMessage
2025-07-02 08:42:07,Me,Thank you though sir,iMessage
2025-07-02 08:47:11,Thad Norman,,iMessage
2025-07-02 08:47:37,Me,#https://neighborswindowtinting.com/,iMessage
2025-07-02 08:48:04,Thad Norman,,iMessage
2025-07-02 08:50:09,Me,2027,iMessage
2025-07-02 08:50:15,Me,"Maybe 2028iI
NSDictionary",iMessage
2025-07-02 08:51:30,Me,,iMessage
2025-07-02 08:52:56,Me,End of this week?,iMessage
2025-07-02 08:52:58,Thad Norman,,iMessage
2025-07-02 08:53:07,Me,"Sure, that works",iMessage
2025-07-02 08:53:13,Thad Norman,,iMessage
2025-07-02 08:59:13,Me,You should be receiving SMTP test to your thad@ from Neighbors,iMessage
2025-07-02 08:59:32,Me,,iMessage
2025-07-02 09:02:48,Thad Norman,Got it!,iMessage
2025-07-02 09:28:21,Me,Awesome,iMessage
2025-07-02 09:44:30,Thad Norman,Damn footer is messed up again here. Does it have to do with when I’m changing the photos? That’s all I’m doing:,iMessage
2025-07-02 09:44:33,Thad Norman,)https://redlinetinttexas.com/window-tint/,iMessage
2025-07-02 09:56:20,Me,,iMessage
2025-07-02 10:25:18,Me,"Back at my desk, will take a look at it here in a minute",iMessage
2025-07-02 10:33:00,Me,,iMessage
2025-07-02 11:13:51,Thad Norman,"No sir, just changing the photos, that’s it",iMessage
2025-07-02 11:14:27,Me,All good. It ended up being a known issue in Elementor Pro. I researched a workaround that should hold permanently.,iMessage
2025-07-02 11:14:57,Thad Norman,,iMessage
2025-07-02 11:18:26,Thad Norman,I just invited your hosting email to Google Analytics access for Automobilia’s website,iMessage
2025-07-02 11:24:22,Me,,iMessage
2025-07-02 11:24:28,Me,,iMessage
2025-07-02 11:44:53,Me,,iMessage
2025-07-02 11:45:32,Me,,iMessage
2025-07-02 11:45:43,Me,1https://replace-windshield.com/lp/auto-concierge/,iMessage
2025-07-02 11:45:54,Me,Versus this landing page version with the header and footer,iMessage
2025-07-02 11:45:54,Me,5https://replace-windshield.com/lp/windshields-xpress/,iMessage
2025-07-02 13:08:12,Thad Norman,"Whatever you recommend, I think something for the header would be better",iMessage
2025-07-02 13:34:07,Thad Norman,"Just tried to call, didn’t go through, got another website build to quote whenever you have a minute",iMessage
2025-07-02 13:34:34,Me,On phone with school sorry,iMessage
2025-07-02 13:34:46,Thad Norman,"No worries, nothing urgent",iMessage
2025-07-02 13:50:40,Me,Neighbors doesn’t have google maps,iMessage
2025-07-02 13:50:52,Me,,iMessage
2025-07-02 13:50:56,Thad Norman,It’s listed under Sun Stoppers Edmond,iMessage
2025-07-02 13:51:13,Me,Plot twist!!,iMessage
2025-07-02 13:51:24,Thad Norman,Laughed at “Plot twist!!”,iMessage
2025-07-02 13:52:06,Me,,iMessage
2025-07-02 13:56:37,Me,Done but the review count differs from the one at the top of the homepage,iMessage
2025-07-02 13:57:16,Me,Want me to remove that reviews strip (image) from the top of the homepage and update it with a dynamic review counter?,iMessage
2025-07-02 13:59:32,Me,This site needs help lol,iMessage
2025-07-02 13:59:45,Thad Norman,It was built by the cheap guys,iMessage
2025-07-02 14:00:07,Me,Gotcha,iMessage
2025-07-02 14:00:18,Me,I updated that image with a dynamic reviews widget,iMessage
2025-07-02 14:36:06,Thad Norman,"I just got this email, I think it’s from their old site? We might be losing these guys, they’re buddies with Mike: 

Hi, 

This notice confirms that the admin email address was changed on Eurotech. 

The new admin email address is info@eurotechms.com (mailto:info@eurotechms.com). 

This email has been sent to consulting@thadnorman.com (mailto:consulting@thadnorman.com)
 

Regards, 
All at Eurotech 

https://eurotechms.com (https://eurotechms.com/)",iMessage
2025-07-02 14:37:21,Me,I’m not sure but it does mean someone intentionally updated the site admin,iMessage
2025-07-02 14:39:17,Thad Norman,,iMessage
2025-07-02 14:40:04,Me,"Yeah, it probably hit them when that confirm site admin pop up when they logged in",iMessage
2025-07-02 14:40:27,Me,I prefer all of those to be hosting@ but I guess we can let these one off situations slide til things stabilize.,iMessage
2025-07-02 14:40:44,Thad Norman,I prefer it too just you have to accept it when I change it,iMessage
2025-07-02 14:43:34,Me,"Gotcha. Remember, I don’t monitor those emails in that account.",iMessage
2025-07-02 14:44:32,Me,So I would just add checking that email into your workflow to avoid any lapses,iMessage
2025-07-02 14:47:23,Me,,iMessage
2025-07-02 14:50:05,Me,"If you want us to go through every site — including eurotech — and flip each and every site admin email to hosting@velocity-hosting.com then we can create a ticket to do that one by one. Let me know.

During that process we will probably have to create a new user for hosting@velocity-seo.com. But we can certainly get that done for you. Let me know.",iMessage
2025-07-02 15:02:46,Thad Norman,"If you don’t mind, let’s put that on the list to do after these website projects",iMessage
2025-07-02 15:28:19,Thad Norman,"Quick note on these landing page lead forms. For Guardian, it looks like you copied AP3’s lead form. The problem that happened is AP3 has a location dropdown and it copied their web hooks so when I did a test lead, it went into AP3’s CRM. I’ve removed the locations and web hooks already. We might want to keep a blank “template” for us to copy going forward if you think that’s easiest?",iMessage
2025-07-02 15:29:22,Thad Norman,Forgot to go over this when we were on the phone earlier. Want to go over this tomorrow?,iMessage
2025-07-02 15:36:34,Me,,iMessage
2025-07-02 15:36:59,Me,I have Christian going through and updating them now shouldn’t take him but an hour.,iMessage
2025-07-02 15:37:10,Me,,iMessage
2025-07-02 15:37:35,Me,Yes I think that would be easiest just tell me what fields you want and I can create it,iMessage
2025-07-02 15:37:51,Me,,iMessage
2025-07-02 15:45:06,Thad Norman,,iMessage
2025-07-02 15:45:13,Thad Norman,,iMessage
2025-07-02 15:45:22,Thad Norman,,iMessage
2025-07-02 15:45:34,Thad Norman,"Yes sir, great minds think alike",iMessage
2025-07-02 16:52:28,Thad Norman,Not urgent right now but Neighbors site isn’t loading for me now,iMessage
2025-07-02 18:09:27,Me,Q0BEzTi30^UZ2!!A$$78CQ0,iMessage
2025-07-02 18:21:10,Me,,iMessage
2025-07-02 18:21:32,Me,,iMessage
2025-07-02 18:21:54,Thad Norman,Laughed at an image,iMessage
2025-07-02 18:25:09,Me,,iMessage
2025-07-02 18:25:19,Me,Just in case Bren has access to those somehow,iMessage
2025-07-02 18:25:23,Me,You good with that?,iMessage
2025-07-02 18:28:27,Thad Norman,I’m good with that,iMessage
2025-07-03 07:50:46,Thad Norman,"Faulks is pausing hosting, he’s a small shop and cheap",iMessage
2025-07-03 07:53:14,Me,,iMessage
2025-07-03 07:53:45,Me,Ok does he need his site files,iMessage
2025-07-03 10:23:05,Thad Norman,,iMessage
2025-07-03 10:24:02,Me,,iMessage
2025-07-03 10:24:49,Me,,iMessage
2025-07-03 10:28:16,Thad Norman,"Good morning, my SEO guys emailed me about this this morning: 

In doing some of our technical review of the site, the ae-ppf site was flagged for having outbound links that go to a staging site, particularly on the service area page: https://ae-ppf.com/service-areas/ (https://ae-ppf.com/service-areas/)

Currently, most (not all) of these links point to a domain that begins with https://auto-elegance.velocityhosting.tech/ (https://auto-elegance.velocityhosting.tech/)

This should be corrected ASAP since search engines will see that and flag them as 
incorrect links. Can you please reach out to your dev team to have that corrected?",iMessage
2025-07-03 10:28:39,Me,On it,iMessage
2025-07-03 10:38:22,Thad Norman,"Liked “On it”iI
NSDictionary",iMessage
2025-07-03 10:41:07,Me,All set,iMessage
2025-07-03 10:56:43,Thad Norman,,iMessage
2025-07-03 11:35:47,Thad Norman,"I’m in Subzero’s domain registration, am I good to update these name servers?",iMessage
2025-07-03 14:17:14,Me,,iMessage
2025-07-03 14:20:10,Thad Norman,"Liked “Just got back to my desk. Let me check.

You shoul…”",iMessage
2025-07-03 14:21:32,Me,Yes go ahead,iMessage
2025-07-03 14:24:10,Me,"There was a typo in the URL, sorry man",iMessage
2025-07-03 14:24:14,Me,It’s fixed if you want to test it now,iMessage
2025-07-03 14:24:36,Thad Norman,Typo in what URL?,iMessage
2025-07-03 14:24:54,Me,,iMessage
2025-07-03 14:25:07,Me,It said notifications@car-windows-tinting.com,iMessage
2025-07-03 14:25:19,Me,"Which didn’t match, obviously, what we registered with AWS",iMessage
2025-07-03 14:25:22,Me,So we’re all set,iMessage
2025-07-03 14:25:53,Thad Norman,So was that for the entire site?,iMessage
2025-07-03 14:26:11,Me,It impacted the entire site yeah,iMessage
2025-07-03 14:26:37,Me,That doesn’t mean leads weren’t captured,iMessage
2025-07-03 14:26:43,Me,It means notifications of the leads were not sent,iMessage
2025-07-03 14:26:46,Me,The leads are in Gravity Forms,iMessage
2025-07-03 14:27:18,Me,,iMessage
2025-07-03 14:27:34,Me,I forwarded these two to you,iMessage
2025-07-03 14:27:35,Me,,iMessage
2025-07-03 14:30:18,Thad Norman,"I’m not trying to be overly critical here especially with the AP3 save yesterday but these details are more important to me always than speed. I could lose entire clients over mistakes like that and them not receiving their leads. Please always take your time in key, pivotal situations like lead notifications.",iMessage
2025-07-03 14:42:33,Me,"Totally get it, but respectfully — I don’t need the AP3 site to serve as a sort of buffer between situations like this. The buffer is huge relative to where you were a month ago even, and the role my company has played in preserving the basis of what you have. And I’m glad and proud to have helped with that, but let’s put the entire body of work into perspective. Not just the AP3 save. I’ve done a tremendous amount to help save your business at the expense of mine. I want to make sure that’s well understood man. Including doing things way out of scope of our engagement. And way exceeding the initial request of 6 hours per month. And I’ve gladly done it but please be mindful of who you’re directing your frustrations to.",iMessage
2025-07-03 14:45:23,Me,"This is a chief to chief engagement. I’m not Bren. You’re working with someone who runs his own business and has folks beneath me taking orders. With that being said, remember, I set you up with confirmations for each of those emails Christian and I configured with SMTP. Which, SMTP configuration, is a very complicated task and has several points of failure along the way.

I sent confirmations to consulting@thadnorman.com. If you didn’t receive a confirmation for a specific site that is marked, in the spreadsheet, under the SMTP column then that is the canary in the coal mine for a rarely misconfigured SMTP.",iMessage
